التاريخ,الفرع,الصنف,الفئة,الكمية,سعر الوحدة,الإجمالي
2026-05-10,فرع السوق,صنف-140,حلويات,37,165.25,6114.25
2026-05-10,فرع السوق,صنف-192,مشروبات,27,155.42,4196.34
2026-05-11,فرع السوق,صنف-126,وجبات,6,9.56,57.36
2026-05-11,فرع السوق,صنف-111,وجبات,34,192.96,6560.64
2026-05-11,فرع السوق,صنف-168,حلويات,24,108.69,2608.56
2026-05-11,فرع السوق,صنف-177,خدمات,36,42.59,1533.24
2026-05-12,فرع السوق,صنف-191,وجبات,40,68.17,2726.8
2026-05-12,فرع السوق,صنف-139,مستلزمات,3,195.12,585.36
2026-05-12,فرع السوق,صنف-146,خدمات,30,142.03,4260.9
2026-05-12,فرع السوق,صنف-116,خدمات,34,235.53,8008.02
2026-05-13,فرع السوق,صنف-183,مشروبات,36,121.56,4376.16
2026-05-13,فرع السوق,صنف-129,حلويات,10,247.43,2474.3
2026-05-13,فرع السوق,صنف-179,مستلزمات,6,234.55,1407.3
2026-05-13,فرع السوق,صنف-164,وجبات,8,19.74,157.92
2026-05-14,فرع السوق,صنف-177,خدمات,12,68.48,821.76
2026-05-14,فرع السوق,صنف-194,حلويات,10,226.2,2262.0
2026-05-14,فرع السوق,صنف-199,وجبات,34,12.12,412.08
2026-05-15,فرع السوق,صنف-144,مستلزمات,32,57.22,1831.04
2026-05-15,فرع السوق,صنف-103,مستلزمات,30,56.96,1708.8
2026-05-15,فرع السوق,صنف-182,مشروبات,1,21.03,21.03
2026-05-16,فرع السوق,صنف-148,حلويات,4,60.89,243.56
2026-05-16,فرع السوق,صنف-180,مستلزمات,25,236.51,5912.75
2026-05-16,فرع السوق,صنف-133,وجبات,2,66.72,133.44
2026-05-16,فرع السوق,صنف-126,مستلزمات,16,61.69,987.04
2026-05-16,فرع السوق,صنف-138,حلويات,28,162.46,4548.88
2026-05-17,فرع السوق,صنف-161,وجبات,37,198.75,7353.75
2026-05-17,فرع السوق,صنف-136,حلويات,9,206.59,1859.31
2026-05-17,فرع السوق,صنف-131,مشروبات,22,5.96,131.12
2026-05-17,فرع السوق,صنف-176,وجبات,21,172.28,3617.88
2026-05-17,فرع السوق,صنف-126,مستلزمات,14,146.91,2056.74
2026-05-18,فرع السوق,صنف-117,مشروبات,29,49.66,1440.14
2026-05-18,فرع السوق,صنف-119,حلويات,2,202.23,404.46
2026-05-18,فرع السوق,صنف-119,مشروبات,9,228.34,2055.06
2026-05-18,فرع السوق,صنف-121,خدمات,23,28.9,664.7
2026-05-19,فرع السوق,صنف-182,مستلزمات,6,106.48,638.88
2026-05-19,فرع السوق,صنف-104,مستلزمات,22,245.01,5390.22
2026-05-19,فرع السوق,صنف-180,خدمات,16,54.34,869.44
2026-05-19,فرع السوق,صنف-176,مشروبات,3,38.03,114.09
2026-05-19,فرع السوق,صنف-113,وجبات,37,110.47,4087.39
2026-05-20,فرع السوق,صنف-114,مشروبات,21,20.82,437.22
2026-05-20,فرع السوق,صنف-167,مشروبات,32,242.79,7769.28
2026-05-21,فرع السوق,صنف-169,مشروبات,12,59.86,718.32
2026-05-21,فرع السوق,صنف-114,وجبات,35,127.68,4468.8
2026-05-21,فرع السوق,صنف-109,خدمات,23,210.7,4846.1
2026-05-21,فرع السوق,صنف-128,حلويات,14,214.03,2996.42
2026-05-21,فرع السوق,صنف-101,مشروبات,18,177.38,3192.84
2026-05-22,فرع السوق,صنف-125,حلويات,5,241.75,1208.75
2026-05-22,فرع السوق,صنف-171,خدمات,4,104.99,419.96
2026-05-22,فرع السوق,صنف-188,حلويات,18,7.59,136.62
2026-05-22,فرع السوق,صنف-170,مشروبات,30,138.27,4148.1
2026-05-23,فرع السوق,صنف-140,مستلزمات,18,102.82,1850.76
2026-05-23,فرع السوق,صنف-119,خدمات,27,98.83,2668.41
2026-05-23,فرع السوق,صنف-118,مستلزمات,25,221.01,5525.25
2026-05-23,فرع السوق,صنف-132,مشروبات,16,153.92,2462.72
2026-05-24,فرع السوق,صنف-111,وجبات,13,167.54,2178.02
2026-05-24,فرع السوق,صنف-106,خدمات,3,227.59,682.77
2026-05-24,فرع السوق,صنف-182,مستلزمات,36,84.47,3040.92
2026-05-24,فرع السوق,صنف-158,مستلزمات,36,168.66,6071.76
2026-05-24,فرع السوق,صنف-182,خدمات,1,121.0,121.0
2026-05-25,فرع السوق,صنف-148,خدمات,22,150.11,3302.42
2026-05-25,فرع السوق,صنف-108,وجبات,25,92.02,2300.5
2026-05-25,فرع السوق,صنف-184,مستلزمات,34,70.27,2389.18
2026-05-25,فرع السوق,صنف-169,حلويات,5,159.08,795.4
2026-05-25,فرع السوق,صنف-133,وجبات,40,192.52,7700.8
2026-05-26,فرع السوق,صنف-173,حلويات,34,149.43,5080.62
2026-05-26,فرع السوق,صنف-196,وجبات,10,21.13,211.3
2026-05-26,فرع السوق,صنف-167,خدمات,24,133.36,3200.64
2026-05-26,فرع السوق,صنف-122,وجبات,24,63.47,1523.28
2026-05-26,فرع السوق,صنف-183,وجبات,30,48.54,1456.2
2026-05-27,فرع السوق,صنف-154,حلويات,25,93.63,2340.75
2026-05-27,فرع السوق,صنف-132,مشروبات,27,42.69,1152.63
2026-05-28,فرع السوق,صنف-166,مشروبات,24,92.38,2217.12
2026-05-28,فرع السوق,صنف-111,خدمات,20,115.94,2318.8
2026-05-28,فرع السوق,صنف-157,حلويات,26,76.17,1980.42
2026-05-28,فرع السوق,صنف-193,مشروبات,29,160.49,4654.21
2026-05-28,فرع السوق,صنف-187,وجبات,34,41.72,1418.48
