التاريخ,الفرع,الصنف,الفئة,الكمية,سعر الوحدة,الإجمالي
2026-05-08,فرع الشمال,صنف-131,خدمات,13,130.99,1702.87
2026-05-09,فرع الشمال,صنف-169,مشروبات,28,165.84,4643.52
2026-05-09,فرع الشمال,صنف-127,مستلزمات,33,80.41,2653.53
2026-05-09,فرع الشمال,صنف-190,وجبات,22,53.66,1180.52
2026-05-09,فرع الشمال,صنف-106,وجبات,26,247.41,6432.66
2026-05-09,فرع الشمال,صنف-194,وجبات,1,22.33,22.33
2026-05-10,فرع الشمال,صنف-185,مستلزمات,11,18.57,204.27
2026-05-10,فرع الشمال,صنف-136,مستلزمات,33,169.28,5586.24
2026-05-10,فرع الشمال,صنف-105,خدمات,16,174.71,2795.36
2026-05-10,فرع الشمال,صنف-157,مستلزمات,12,43.6,523.2
2026-05-11,فرع الشمال,صنف-170,حلويات,24,240.64,5775.36
2026-05-11,فرع الشمال,صنف-139,حلويات,16,13.44,215.04
2026-05-12,فرع الشمال,صنف-148,حلويات,12,5.26,63.12
2026-05-12,فرع الشمال,صنف-183,مشروبات,31,73.34,2273.54
2026-05-12,فرع الشمال,صنف-100,وجبات,16,128.66,2058.56
2026-05-13,فرع الشمال,صنف-175,حلويات,6,40.25,241.5
2026-05-13,فرع الشمال,صنف-138,مشروبات,26,10.51,273.26
2026-05-14,فرع الشمال,صنف-196,مشروبات,38,239.62,9105.56
2026-05-14,فرع الشمال,صنف-141,وجبات,39,100.43,3916.77
2026-05-14,فرع الشمال,صنف-179,مستلزمات,10,74.62,746.2
2026-05-15,فرع الشمال,صنف-193,مشروبات,33,158.7,5237.1
2026-05-15,فرع الشمال,صنف-196,خدمات,9,227.92,2051.28
2026-05-15,فرع الشمال,صنف-102,خدمات,37,209.56,7753.72
2026-05-16,فرع الشمال,صنف-181,مشروبات,2,15.26,30.52
2026-05-16,فرع الشمال,صنف-157,حلويات,7,97.27,680.89
2026-05-16,فرع الشمال,صنف-180,خدمات,4,158.8,635.2
2026-05-17,فرع الشمال,صنف-108,مستلزمات,17,5.81,98.77
2026-05-17,فرع الشمال,صنف-167,خدمات,35,27.53,963.55
2026-05-17,فرع الشمال,صنف-109,مشروبات,31,66.79,2070.49
2026-05-18,فرع الشمال,صنف-183,وجبات,14,61.53,861.42
2026-05-18,فرع الشمال,صنف-109,مستلزمات,32,212.16,6789.12
2026-05-18,فرع الشمال,صنف-178,مستلزمات,19,192.91,3665.29
2026-05-18,فرع الشمال,صنف-142,وجبات,5,151.93,759.65
2026-05-19,فرع الشمال,صنف-101,حلويات,40,144.1,5764.0
2026-05-19,فرع الشمال,صنف-186,مستلزمات,4,124.02,496.08
2026-05-19,فرع الشمال,صنف-137,مشروبات,14,170.55,2387.7
2026-05-19,فرع الشمال,صنف-159,خدمات,19,118.84,2257.96
2026-05-20,فرع الشمال,صنف-110,خدمات,13,81.36,1057.68
2026-05-20,فرع الشمال,صنف-109,مستلزمات,2,75.95,151.9
2026-05-21,فرع الشمال,صنف-126,حلويات,25,56.41,1410.25
2026-05-21,فرع الشمال,صنف-195,مشروبات,38,27.12,1030.56
2026-05-21,فرع الشمال,صنف-116,خدمات,17,238.42,4053.14
2026-05-21,فرع الشمال,صنف-114,خدمات,33,73.49,2425.17
2026-05-21,فرع الشمال,صنف-162,حلويات,15,126.98,1904.7
2026-05-22,فرع الشمال,صنف-162,مشروبات,11,5.88,64.68
2026-05-22,فرع الشمال,صنف-118,مستلزمات,26,78.98,2053.48
2026-05-22,فرع الشمال,صنف-115,مستلزمات,23,97.15,2234.45
2026-05-22,فرع الشمال,صنف-143,حلويات,1,84.51,84.51
2026-05-22,فرع الشمال,صنف-125,مستلزمات,8,235.27,1882.16
2026-05-23,فرع الشمال,صنف-150,حلويات,17,96.19,1635.23
2026-05-23,فرع الشمال,صنف-154,مستلزمات,38,23.72,901.36
2026-05-24,فرع الشمال,صنف-184,مشروبات,18,29.92,538.56
2026-05-24,فرع الشمال,صنف-134,حلويات,10,66.08,660.8
2026-05-24,فرع الشمال,صنف-198,مستلزمات,33,82.32,2716.56
2026-05-24,فرع الشمال,صنف-197,حلويات,28,221.65,6206.2
2026-05-25,فرع الشمال,صنف-110,خدمات,36,54.84,1974.24
2026-05-25,فرع الشمال,صنف-196,مشروبات,27,115.46,3117.42
2026-05-25,فرع الشمال,صنف-170,وجبات,19,123.97,2355.43
2026-05-25,فرع الشمال,صنف-143,وجبات,11,120.69,1327.59
2026-05-25,فرع الشمال,صنف-194,حلويات,20,67.66,1353.2
2026-05-26,فرع الشمال,صنف-171,مستلزمات,16,78.7,1259.2
2026-05-26,فرع الشمال,صنف-120,مستلزمات,8,46.0,368.0
2026-05-26,فرع الشمال,صنف-163,مشروبات,14,127.65,1787.1
2026-05-26,فرع الشمال,صنف-142,خدمات,15,115.98,1739.7
2026-05-27,فرع الشمال,صنف-131,مستلزمات,9,139.21,1252.89
2026-05-27,فرع الشمال,صنف-111,مشروبات,12,88.78,1065.36
2026-05-27,فرع الشمال,صنف-172,حلويات,16,95.23,1523.68
2026-05-27,فرع الشمال,صنف-152,وجبات,2,188.67,377.34
2026-05-27,فرع الشمال,صنف-126,مستلزمات,27,187.73,5068.71
2026-05-28,فرع الشمال,صنف-163,حلويات,22,189.27,4163.94
2026-05-28,فرع الشمال,صنف-116,حلويات,37,242.08,8956.96
2026-05-28,فرع الشمال,صنف-127,خدمات,34,159.26,5414.84
2026-05-28,فرع الشمال,صنف-149,مشروبات,18,224.71,4044.78
2026-05-28,فرع الشمال,صنف-139,مستلزمات,29,110.8,3213.2
