التاريخ,الفرع,الصنف,الفئة,الكمية,سعر الوحدة,الإجمالي
2026-05-09,الفرع الرئيسي,صنف-178,وجبات,27,135.97,3671.19
2026-05-09,الفرع الرئيسي,صنف-188,خدمات,21,238.51,5008.71
2026-05-10,الفرع الرئيسي,صنف-151,مستلزمات,36,101.13,3640.68
2026-05-10,الفرع الرئيسي,صنف-151,مستلزمات,7,122.97,860.79
2026-05-11,الفرع الرئيسي,صنف-156,وجبات,5,246.24,1231.2
2026-05-11,الفرع الرئيسي,صنف-106,وجبات,8,88.31,706.48
2026-05-12,الفرع الرئيسي,صنف-112,مشروبات,37,42.06,1556.22
2026-05-12,الفرع الرئيسي,صنف-126,حلويات,40,11.25,450.0
2026-05-13,الفرع الرئيسي,صنف-177,وجبات,17,239.09,4064.53
2026-05-13,الفرع الرئيسي,صنف-162,حلويات,31,35.1,1088.1
2026-05-13,الفرع الرئيسي,صنف-110,مستلزمات,31,123.54,3829.74
2026-05-13,الفرع الرئيسي,صنف-194,وجبات,7,188.67,1320.69
2026-05-13,الفرع الرئيسي,صنف-120,حلويات,31,208.07,6450.17
2026-05-14,الفرع الرئيسي,صنف-188,وجبات,34,93.63,3183.42
2026-05-14,الفرع الرئيسي,صنف-138,خدمات,2,190.75,381.5
2026-05-15,الفرع الرئيسي,صنف-121,حلويات,34,94.84,3224.56
2026-05-15,الفرع الرئيسي,صنف-199,حلويات,15,135.49,2032.35
2026-05-16,الفرع الرئيسي,صنف-197,وجبات,40,203.82,8152.8
2026-05-16,الفرع الرئيسي,صنف-194,وجبات,16,205.49,3287.84
2026-05-16,الفرع الرئيسي,صنف-145,وجبات,13,131.82,1713.66
2026-05-16,الفرع الرئيسي,صنف-160,مشروبات,2,198.58,397.16
2026-05-17,الفرع الرئيسي,صنف-157,وجبات,39,239.35,9334.65
2026-05-17,الفرع الرئيسي,صنف-113,حلويات,24,24.73,593.52
2026-05-17,الفرع الرئيسي,صنف-126,وجبات,31,53.19,1648.89
2026-05-17,الفرع الرئيسي,صنف-178,مستلزمات,40,246.39,9855.6
2026-05-18,الفرع الرئيسي,صنف-110,مستلزمات,23,200.91,4620.93
2026-05-18,الفرع الرئيسي,صنف-196,مشروبات,25,196.66,4916.5
2026-05-19,الفرع الرئيسي,صنف-181,مستلزمات,12,111.31,1335.72
2026-05-19,الفرع الرئيسي,صنف-192,حلويات,6,201.2,1207.2
2026-05-19,الفرع الرئيسي,صنف-110,مستلزمات,30,103.34,3100.2
2026-05-20,الفرع الرئيسي,صنف-175,وجبات,9,11.75,105.75
2026-05-20,الفرع الرئيسي,صنف-176,مستلزمات,10,154.84,1548.4
2026-05-20,الفرع الرئيسي,صنف-170,مستلزمات,23,43.2,993.6
2026-05-21,الفرع الرئيسي,صنف-192,مشروبات,1,200.84,200.84
2026-05-21,الفرع الرئيسي,صنف-117,مشروبات,34,188.63,6413.42
2026-05-21,الفرع الرئيسي,صنف-127,مستلزمات,13,207.41,2696.33
2026-05-22,الفرع الرئيسي,صنف-130,حلويات,14,76.78,1074.92
2026-05-22,الفرع الرئيسي,صنف-153,خدمات,21,68.54,1439.34
2026-05-23,الفرع الرئيسي,صنف-184,مشروبات,23,224.94,5173.62
2026-05-23,الفرع الرئيسي,صنف-164,خدمات,34,108.05,3673.7
2026-05-23,الفرع الرئيسي,صنف-165,وجبات,35,42.2,1477.0
2026-05-24,الفرع الرئيسي,صنف-199,مستلزمات,12,154.1,1849.2
2026-05-24,الفرع الرئيسي,صنف-179,وجبات,12,39.68,476.16
2026-05-25,الفرع الرئيسي,صنف-166,خدمات,4,84.87,339.48
2026-05-25,الفرع الرئيسي,صنف-199,خدمات,36,123.21,4435.56
2026-05-26,الفرع الرئيسي,صنف-135,خدمات,4,65.88,263.52
2026-05-26,الفرع الرئيسي,صنف-171,مشروبات,7,129.39,905.73
2026-05-27,الفرع الرئيسي,صنف-164,مشروبات,29,84.78,2458.62
2026-05-27,الفرع الرئيسي,صنف-135,خدمات,33,53.85,1777.05
2026-05-28,الفرع الرئيسي,صنف-164,خدمات,35,202.8,7098.0
2026-05-28,الفرع الرئيسي,صنف-133,وجبات,34,219.75,7471.5
2026-05-28,الفرع الرئيسي,صنف-117,خدمات,13,210.8,2740.4
2026-05-28,الفرع الرئيسي,صنف-140,مستلزمات,8,101.13,809.04
2026-05-28,الفرع الرئيسي,صنف-127,مشروبات,16,109.94,1759.04
