التاريخ,الفرع,الصنف,الفئة,الكمية,سعر الوحدة,الإجمالي
2026-05-14,فرع الغرب,صنف-156,وجبات,34,24.26,824.84
2026-05-15,فرع الغرب,صنف-129,خدمات,8,69.8,558.4
2026-05-15,فرع الغرب,صنف-107,وجبات,31,125.8,3899.8
2026-05-16,فرع الغرب,صنف-131,مستلزمات,10,176.6,1766.0
2026-05-16,فرع الغرب,صنف-194,مستلزمات,11,137.19,1509.09
2026-05-16,فرع الغرب,صنف-159,مشروبات,11,210.99,2320.89
2026-05-16,فرع الغرب,صنف-159,خدمات,32,168.0,5376.0
2026-05-16,فرع الغرب,صنف-186,حلويات,28,107.61,3013.08
2026-05-17,فرع الغرب,صنف-103,وجبات,24,160.85,3860.4
2026-05-17,فرع الغرب,صنف-194,مشروبات,40,16.24,649.6
2026-05-18,فرع الغرب,صنف-196,مشروبات,33,123.62,4079.46
2026-05-18,فرع الغرب,صنف-153,وجبات,3,57.27,171.81
2026-05-18,فرع الغرب,صنف-184,وجبات,22,28.14,619.08
2026-05-18,فرع الغرب,صنف-167,حلويات,22,121.26,2667.72
2026-05-19,فرع الغرب,صنف-132,حلويات,28,88.78,2485.84
2026-05-19,فرع الغرب,صنف-137,خدمات,4,207.55,830.2
2026-05-19,فرع الغرب,صنف-164,حلويات,32,103.91,3325.12
2026-05-20,فرع الغرب,صنف-183,خدمات,23,243.87,5609.01
2026-05-20,فرع الغرب,صنف-140,مستلزمات,8,86.07,688.56
2026-05-20,فرع الغرب,صنف-181,حلويات,9,148.68,1338.12
2026-05-20,فرع الغرب,صنف-170,مشروبات,3,102.73,308.19
2026-05-21,فرع الغرب,صنف-138,خدمات,37,17.18,635.66
2026-05-21,فرع الغرب,صنف-160,مشروبات,1,16.37,16.37
2026-05-21,فرع الغرب,صنف-169,خدمات,4,198.31,793.24
2026-05-21,فرع الغرب,صنف-180,خدمات,25,156.09,3902.25
2026-05-21,فرع الغرب,صنف-185,خدمات,6,57.06,342.36
2026-05-22,فرع الغرب,صنف-104,وجبات,7,167.59,1173.13
2026-05-22,فرع الغرب,صنف-183,مستلزمات,7,228.95,1602.65
2026-05-22,فرع الغرب,صنف-117,مشروبات,24,218.62,5246.88
2026-05-22,فرع الغرب,صنف-138,حلويات,36,178.98,6443.28
2026-05-22,فرع الغرب,صنف-102,وجبات,27,13.39,361.53
2026-05-23,فرع الغرب,صنف-106,خدمات,38,233.8,8884.4
2026-05-23,فرع الغرب,صنف-115,مستلزمات,37,132.93,4918.41
2026-05-23,فرع الغرب,صنف-151,مستلزمات,37,175.45,6491.65
2026-05-23,فرع الغرب,صنف-149,مستلزمات,5,8.46,42.3
2026-05-23,فرع الغرب,صنف-184,خدمات,38,248.32,9436.16
2026-05-24,فرع الغرب,صنف-110,مستلزمات,27,139.46,3765.42
2026-05-24,فرع الغرب,صنف-180,مستلزمات,14,224.46,3142.44
2026-05-24,فرع الغرب,صنف-187,مشروبات,28,6.17,172.76
2026-05-25,فرع الغرب,صنف-116,مشروبات,14,218.04,3052.56
2026-05-25,فرع الغرب,صنف-172,مستلزمات,2,72.48,144.96
2026-05-26,فرع الغرب,صنف-146,مستلزمات,12,231.09,2773.08
2026-05-26,فرع الغرب,صنف-171,وجبات,6,76.82,460.92
2026-05-26,فرع الغرب,صنف-132,مستلزمات,30,169.04,5071.2
2026-05-27,فرع الغرب,صنف-183,مشروبات,1,19.83,19.83
2026-05-27,فرع الغرب,صنف-139,خدمات,6,100.29,601.74
2026-05-28,فرع الغرب,صنف-147,مستلزمات,39,19.65,766.35
2026-05-28,فرع الغرب,صنف-121,خدمات,29,120.1,3482.9
2026-05-28,فرع الغرب,صنف-182,وجبات,8,94.0,752.0
