التاريخ,الفرع,الصنف,الفئة,الكمية,سعر الوحدة,الإجمالي
2026-05-23,فرع المستشفى,صنف-109,حلويات,2,176.36,352.72
2026-05-24,فرع المستشفى,صنف-180,حلويات,14,5.84,81.76
2026-05-24,فرع المستشفى,صنف-107,وجبات,29,72.39,2099.31
2026-05-25,فرع المستشفى,صنف-104,خدمات,36,150.94,5433.84
2026-05-25,فرع المستشفى,صنف-114,مشروبات,35,207.71,7269.85
2026-05-25,فرع المستشفى,صنف-143,مستلزمات,15,77.07,1156.05
2026-05-25,فرع المستشفى,صنف-127,حلويات,34,144.27,4905.18
2026-05-25,فرع المستشفى,صنف-173,خدمات,14,74.02,1036.28
2026-05-26,فرع المستشفى,صنف-164,وجبات,12,11.95,143.4
2026-05-26,فرع المستشفى,صنف-180,حلويات,28,96.73,2708.44
2026-05-27,فرع المستشفى,صنف-149,مشروبات,38,32.53,1236.14
2026-05-27,فرع المستشفى,صنف-185,خدمات,38,105.21,3997.98
2026-05-27,فرع المستشفى,صنف-142,مشروبات,24,240.53,5772.72
2026-05-27,فرع المستشفى,صنف-173,حلويات,5,162.23,811.15
2026-05-28,فرع المستشفى,صنف-190,مستلزمات,30,242.45,7273.5
2026-05-28,فرع المستشفى,صنف-178,خدمات,30,51.73,1551.9
2026-05-28,فرع المستشفى,صنف-136,وجبات,8,103.7,829.6
