التاريخ,الفرع,الصنف,الفئة,الكمية,سعر الوحدة,الإجمالي
2026-05-13,فرع الوسط,صنف-124,مشروبات,30,180.72,5421.6
2026-05-13,فرع الوسط,صنف-128,مشروبات,11,232.28,2555.08
2026-05-13,فرع الوسط,صنف-195,مشروبات,40,217.35,8694.0
2026-05-14,فرع الوسط,صنف-149,مستلزمات,7,231.86,1623.02
2026-05-14,فرع الوسط,صنف-143,مشروبات,5,115.82,579.1
2026-05-14,فرع الوسط,صنف-180,حلويات,15,122.0,1830.0
2026-05-15,فرع الوسط,صنف-107,وجبات,22,59.3,1304.6
2026-05-15,فرع الوسط,صنف-118,وجبات,29,140.58,4076.82
2026-05-15,فرع الوسط,صنف-152,مستلزمات,10,70.27,702.7
2026-05-15,فرع الوسط,صنف-173,وجبات,10,11.23,112.3
2026-05-16,فرع الوسط,صنف-113,حلويات,11,68.86,757.46
2026-05-16,فرع الوسط,صنف-114,حلويات,30,226.28,6788.4
2026-05-16,فرع الوسط,صنف-185,وجبات,33,18.93,624.69
2026-05-16,فرع الوسط,صنف-136,وجبات,36,121.98,4391.28
2026-05-17,فرع الوسط,صنف-155,حلويات,13,242.82,3156.66
2026-05-17,فرع الوسط,صنف-112,حلويات,16,231.64,3706.24
2026-05-18,فرع الوسط,صنف-107,حلويات,27,224.57,6063.39
2026-05-18,فرع الوسط,صنف-102,حلويات,10,244.76,2447.6
2026-05-18,فرع الوسط,صنف-117,مستلزمات,33,88.52,2921.16
2026-05-18,فرع الوسط,صنف-167,مستلزمات,1,198.44,198.44
2026-05-18,فرع الوسط,صنف-105,حلويات,12,93.22,1118.64
2026-05-19,فرع الوسط,صنف-117,وجبات,18,144.98,2609.64
2026-05-19,فرع الوسط,صنف-191,وجبات,34,193.76,6587.84
2026-05-19,فرع الوسط,صنف-111,وجبات,13,152.16,1978.08
2026-05-19,فرع الوسط,صنف-122,خدمات,32,191.51,6128.32
2026-05-19,فرع الوسط,صنف-190,وجبات,9,155.05,1395.45
2026-05-20,فرع الوسط,صنف-108,خدمات,20,54.56,1091.2
2026-05-20,فرع الوسط,صنف-107,خدمات,27,211.06,5698.62
2026-05-20,فرع الوسط,صنف-181,خدمات,23,87.13,2003.99
2026-05-21,فرع الوسط,صنف-197,مشروبات,1,105.33,105.33
2026-05-21,فرع الوسط,صنف-134,مستلزمات,9,218.64,1967.76
2026-05-21,فرع الوسط,صنف-146,وجبات,12,142.97,1715.64
2026-05-21,فرع الوسط,صنف-173,مشروبات,11,177.05,1947.55
2026-05-21,فرع الوسط,صنف-157,خدمات,1,92.26,92.26
2026-05-22,فرع الوسط,صنف-141,مشروبات,23,180.07,4141.61
2026-05-22,فرع الوسط,صنف-107,مستلزمات,37,189.07,6995.59
2026-05-23,فرع الوسط,صنف-103,مشروبات,32,114.38,3660.16
2026-05-23,فرع الوسط,صنف-131,خدمات,35,37.92,1327.2
2026-05-23,فرع الوسط,صنف-121,مشروبات,15,156.67,2350.05
2026-05-23,فرع الوسط,صنف-103,مشروبات,20,66.36,1327.2
2026-05-24,فرع الوسط,صنف-176,مشروبات,13,69.05,897.65
2026-05-24,فرع الوسط,صنف-189,خدمات,30,133.11,3993.3
2026-05-25,فرع الوسط,صنف-191,مشروبات,23,218.03,5014.69
2026-05-25,فرع الوسط,صنف-159,وجبات,3,71.89,215.67
2026-05-25,فرع الوسط,صنف-135,مستلزمات,38,127.69,4852.22
2026-05-25,فرع الوسط,صنف-117,مشروبات,8,34.78,278.24
2026-05-25,فرع الوسط,صنف-129,خدمات,38,60.72,2307.36
2026-05-26,فرع الوسط,صنف-121,خدمات,30,187.91,5637.3
2026-05-26,فرع الوسط,صنف-176,مشروبات,25,175.0,4375.0
2026-05-26,فرع الوسط,صنف-106,خدمات,34,13.87,471.58
2026-05-27,فرع الوسط,صنف-142,حلويات,26,63.89,1661.14
2026-05-27,فرع الوسط,صنف-141,مستلزمات,37,202.07,7476.59
2026-05-27,فرع الوسط,صنف-166,مستلزمات,36,18.12,652.32
2026-05-27,فرع الوسط,صنف-154,وجبات,23,66.07,1519.61
2026-05-28,فرع الوسط,صنف-108,حلويات,7,135.05,945.35
2026-05-28,فرع الوسط,صنف-185,حلويات,28,54.19,1517.32
